year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa),Soil type,Soil pH,Soil Organic matter %,Sand Content %,Clay Content %,Silt Content %, soil bulk density (grams per cubic centimeter), wilting point %,field capacity %,saturation point (cm),Yield
1982,345,33177.60156,3,92.80000305,0,0.5,-4.5,440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,346,33177.60156,0,217.6000061,0,-2.5,-12.5,240,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,347,33177.60156,0,240,0,-0.5,-13,240,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,348,33177.60156,0,230.3999939,0,5,-7,360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,349,33177.60156,5,134.3999939,0,8,0,600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,350,32832,22,121.5999985,0,7,0,600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,351,32832,0,137.6000061,0,2,-3.5,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,352,32832,0,179.1999969,0,2,-5.5,400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,353,32832,12,128,0,5.5,-1.5,560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,354,32832,3,105.5999985,0,3.5,-2,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,355,32832,0,92.80000305,0,1,-2.5,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,356,32832,0,208,0,4,-5.5,400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,357,32832,2,195.1999969,0,10,1,640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,358,32832,4,140.8000031,0,14.5,6,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,359,32832,3,118.4000015,0,17,10,1240,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,360,32832,7,166.3999939,0,16,4,800,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,361,33177.60156,24,150.3999939,0,14,4.5,840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,362,33177.60156,7,156.8000031,0,16.5,6,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,363,33177.60156,0,236.8000031,0,9.5,-3.5,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,364,33177.60156,0,105.5999985,0,-1.5,-5.5,400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,365,33177.60156,0,211.1999969,0,2,-7.5,360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
